,product_category,product_subcategory,brand,assembly_service_requested,payment_method,product_price,shipping_cost,assembly_cost,delivery_window_days,customer_rating,payment_timing,delivery_status
333,Living Room,Seating,Affordable,False,Digital Wallet,2159.6,67.05,0.0,8,2.1,Prepaid,On Going
299,Living Room,Seating,Mid Range,False,Cash,2082.33,103.55,0.0,10,2.9,Postpaid,Failed Delivery
364,Office,Work,Mid Range,True,Digital Wallet,839.46,111.83,33.94,9,3.1,Prepaid,Delivered
1482,Kitchen,Storage,Mid Range,True,Digital Wallet,904.78,146.35,224.23,9,3.2,Prepaid,Failed Delivery
1017,Office,Work,Affordable,True,Cash,121.13,45.09,159.12,13,3.7,Postpaid,Failed Delivery
813,Office,Work,Affordable,False,Digital Wallet,831.12,136.54,0.0,10,3.1,Prepaid,On Going
995,Office,Work,Premium,False,Digital Wallet,1436.35,149.23,0.0,9,4.4,Prepaid,On Going
937,Dining Room,Storage,Mid Range,False,Digital Wallet,581.72,132.77,0.0,12,3.1,Prepaid,Failed Delivery
205,Kitchen,Storage,Affordable,True,Card,704.91,149.03,45.98,2,3.7,Prepaid,Failed Delivery
1284,Dining Room,Storage,Mid Range,False,Digital Wallet,120.08,69.82,0.0,7,2.2,Prepaid,Failed Delivery
52,Living Room,Table,Mid Range,True,Bank Transfer,658.53,0.0,56.31,11,3.1,Prepaid,Failed Delivery
180,Outdoor,Table,Premium,True,Digital Wallet,1596.63,0.0,128.46,11,3.0,Prepaid,Failed Delivery
828,Outdoor,Seating,Mid Range,False,Card,686.06,138.18,0.0,3,3.1,Prepaid,On Going
1592,Outdoor,Seating,Mid Range,False,Card,569.87,78.52,0.0,6,4.5,Prepaid,On Going
758,Outdoor,Seating,Affordable,False,Digital Wallet,697.88,138.4,0.0,14,1.3,Prepaid,Failed Delivery
781,Office,Work,Mid Range,True,Bank Transfer,1109.81,63.89,195.11,13,2.5,Prepaid,Failed Delivery
1881,Bedroom,Storage,Premium,True,Cash,302.96,29.39,188.12,12,3.1,Postpaid,Failed Delivery
47,Kitchen,Table,Affordable,True,Bank Transfer,2184.81,88.04,129.86,7,4.8,Prepaid,Failed Delivery
1222,Office,Work,Affordable,False,Bank Transfer,757.17,108.62,0.0,8,1.7,Prepaid,Failed Delivery
1846,Dining Room,Seating,Affordable,False,Digital Wallet,1222.23,140.11,0.0,4,2.8,Prepaid,Delivered
1716,Kitchen,Storage,Affordable,True,Digital Wallet,1727.25,73.72,120.3,10,3.1,Prepaid,Delivered
1855,Office,Work,Affordable,True,Digital Wallet,292.02,54.95,48.36,3,1.1,Prepaid,On Going
1096,Office,Storage,Affordable,True,Cash,1334.37,121.58,222.12,12,3.1,Postpaid,Failed Delivery
1174,Bedroom,Sleeping,Affordable,True,Digital Wallet,2593.96,93.89,177.91,9,3.5,Prepaid,Failed Delivery
181,Dining Room,Seating,Affordable,False,Bank Transfer,1636.75,123.11,0.0,12,3.9,Prepaid,Failed Delivery
916,Office,Work,Premium,True,Card,934.03,73.64,101.78,13,5.0,Prepaid,Delivered
343,Outdoor,Seating,Affordable,False,Digital Wallet,153.62,51.64,0.0,9,3.8,Prepaid,On Going
35,Kitchen,Storage,Affordable,True,Card,1794.94,83.11,46.93,5,4.9,Prepaid,On Going
494,Dining Room,Table,Affordable,True,Digital Wallet,1577.8,94.38,285.74,3,4.7,Prepaid,Failed Delivery
1302,Dining Room,Storage,Affordable,False,Digital Wallet,633.58,148.67,0.0,5,3.4,Prepaid,Failed Delivery
1059,Dining Room,Table,Mid Range,False,Digital Wallet,1296.0,73.85,0.0,8,3.6,Prepaid,On Going
1886,Living Room,Storage,Affordable,True,Card,1730.78,61.44,36.62,3,2.1,Prepaid,On Going
176,Dining Room,Storage,Mid Range,False,Digital Wallet,1346.35,71.4,0.0,9,1.5,Prepaid,Failed Delivery
263,Office,Storage,Mid Range,True,Digital Wallet,823.87,0.0,218.28,6,3.1,Prepaid,On Going
1584,Outdoor,Seating,Premium,True,Bank Transfer,414.44,39.01,64.71,13,2.7,Prepaid,Failed Delivery
1570,Kitchen,Table,Affordable,True,Digital Wallet,1181.34,120.03,190.64,5,3.0,Prepaid,On Going
1732,Living Room,Seating,Mid Range,False,Digital Wallet,894.07,134.83,0.0,2,3.1,Prepaid,On Going
789,Kitchen,Storage,Affordable,True,Cash,580.32,88.02,106.19,9,2.6,Postpaid,Delivered
100,Kitchen,Table,Premium,True,Bank Transfer,1590.04,73.3,31.93,3,3.2,Prepaid,On Going
1702,Office,Work,Mid Range,True,Bank Transfer,582.99,132.36,85.3,14,4.2,Prepaid,Failed Delivery
1685,Office,Work,Premium,False,Card,282.49,83.99,0.0,10,2.2,Prepaid,On Going
167,Office,Work,Mid Range,False,Card,137.16,27.92,0.0,13,2.8,Prepaid,Failed Delivery
1499,Dining Room,Storage,Premium,False,Digital Wallet,1062.23,94.98,0.0,5,1.7,Prepaid,Failed Delivery
1289,Outdoor,Patio furniture,Premium,True,Cash,790.49,115.37,158.57,12,1.7,Postpaid,Delivered
257,Living Room,Table,Affordable,True,Digital Wallet,1349.04,102.83,193.39,3,4.4,Prepaid,Delivered
1138,Bedroom,Sleeping,Mid Range,True,Cash,655.47,0.0,84.75,13,3.1,Postpaid,On Going
1717,Bedroom,Sleeping,Premium,False,Digital Wallet,2868.37,128.56,0.0,3,1.6,Prepaid,On Going
612,Dining Room,Storage,Premium,False,Card,1360.57,91.43,0.0,10,3.7,Prepaid,On Going
45,Bedroom,Storage,Premium,False,Digital Wallet,1403.64,73.45,0.0,6,1.3,Prepaid,On Going
1444,Bedroom,Sleeping,Mid Range,False,Bank Transfer,873.98,55.21,0.0,9,2.7,Prepaid,Failed Delivery
190,Dining Room,Storage,Affordable,False,Card,441.96,35.16,0.0,6,2.5,Prepaid,Failed Delivery
1773,Dining Room,Storage,Mid Range,True,Digital Wallet,1412.24,0.0,55.54,9,3.1,Prepaid,Failed Delivery
909,Outdoor,Table,Affordable,False,Digital Wallet,920.62,93.61,0.0,4,1.8,Prepaid,Delivered
102,Living Room,Table,Mid Range,False,Card,346.18,58.62,0.0,9,2.8,Prepaid,Failed Delivery
1788,Kitchen,Storage,Affordable,False,Cash,438.44,73.85,0.0,8,3.1,Postpaid,Failed Delivery
1796,Dining Room,Table,Mid Range,False,Cash,189.76,40.96,0.0,12,3.7,Postpaid,Failed Delivery
1294,Living Room,Storage,Premium,True,Card,2218.9,97.46,56.05,3,3.1,Prepaid,Failed Delivery
805,Dining Room,Storage,Premium,True,Card,426.05,98.28,65.03,9,2.2,Prepaid,Failed Delivery
1829,Living Room,Table,Mid Range,False,Cash,932.36,0.0,0.0,1,1.5,Postpaid,On Going
195,Kitchen,Storage,Affordable,True,Bank Transfer,821.19,148.57,195.08,1,3.4,Prepaid,On Going
1255,Office,Storage,Affordable,True,Digital Wallet,311.32,34.64,26.31,6,2.5,Prepaid,Failed Delivery
1117,Office,Work,Affordable,False,Cash,1162.36,146.87,0.0,11,4.9,Postpaid,On Going
123,Living Room,Seating,Mid Range,False,Card,438.05,92.43,0.0,12,3.1,Prepaid,On Going
1830,Kitchen,Table,Mid Range,True,Digital Wallet,322.96,96.89,196.11,11,2.4,Prepaid,Failed Delivery
1785,Outdoor,Seating,Affordable,False,Cash,1307.47,119.59,0.0,9,1.7,Postpaid,Failed Delivery
1363,Kitchen,Storage,Mid Range,False,Cash,1485.34,54.45,0.0,1,3.5,Postpaid,Failed Delivery
79,Living Room,Storage,Premium,False,Digital Wallet,1869.92,73.85,0.0,14,3.1,Prepaid,Failed Delivery
693,Outdoor,Patio furniture,Mid Range,True,Card,641.74,0.0,283.95,5,4.3,Prepaid,On Going
1646,Living Room,Table,Mid Range,True,Card,2478.12,111.54,134.61,13,2.5,Prepaid,Delivered
1841,Bedroom,Sleeping,Mid Range,False,Cash,532.81,137.24,0.0,11,2.1,Postpaid,Failed Delivery
427,Living Room,Seating,Premium,False,Card,250.9,97.92,0.0,5,3.1,Prepaid,Failed Delivery
1387,Outdoor,Table,Other,True,Card,1290.64,131.44,56.62,1,2.0,Prepaid,Failed Delivery
65,Living Room,Seating,Other,True,Digital Wallet,1331.02,118.65,90.56,5,3.1,Prepaid,On Going
566,Outdoor,Patio furniture,Premium,True,Bank Transfer,631.0,0.0,141.17,6,4.1,Prepaid,Failed Delivery
1416,Living Room,Seating,Mid Range,True,Bank Transfer,1983.2,136.29,33.06,13,3.5,Prepaid,On Going
607,Dining Room,Seating,Affordable,False,Card,137.45,49.46,0.0,11,3.3,Prepaid,Delivered
1299,Bedroom,Storage,Affordable,True,Card,2297.23,86.17,140.64,13,4.5,Prepaid,On Going
230,Outdoor,Seating,Affordable,False,Digital Wallet,724.74,128.43,0.0,6,2.8,Prepaid,Failed Delivery
1322,Dining Room,Table,Mid Range,True,Digital Wallet,1545.35,0.0,40.39,9,3.1,Prepaid,Failed Delivery
1922,Living Room,Seating,Affordable,True,Digital Wallet,2287.5,59.85,176.51,8,2.4,Prepaid,On Going
940,Office,Work,Affordable,False,Card,328.43,93.27,0.0,6,2.7,Prepaid,Delivered
89,Dining Room,Table,Affordable,True,Bank Transfer,1175.27,124.47,274.93,5,1.9,Prepaid,On Going
1048,Outdoor,Patio furniture,Affordable,True,Card,1482.26,0.0,85.28,3,1.5,Prepaid,On Going
738,Dining Room,Seating,Mid Range,True,Cash,1215.21,53.22,98.86,6,4.2,Postpaid,Failed Delivery
351,Dining Room,Seating,Premium,True,Bank Transfer,1694.83,79.51,181.4,2,3.7,Prepaid,On Going
417,Kitchen,Storage,Affordable,True,Card,1210.78,0.0,86.39,11,4.0,Prepaid,On Going
1021,Outdoor,Seating,Mid Range,False,Card,628.81,0.0,0.0,6,3.2,Prepaid,On Going
1194,Dining Room,Storage,Affordable,False,Digital Wallet,1520.92,67.34,0.0,12,3.1,Prepaid,On Going
1523,Kitchen,Table,Affordable,False,Digital Wallet,2014.29,108.69,0.0,11,3.1,Prepaid,On Going
544,Kitchen,Table,Other,True,Card,1265.05,54.07,266.65,1,1.3,Prepaid,On Going
865,Bedroom,Sleeping,Mid Range,False,Card,2269.14,119.86,0.0,8,2.3,Prepaid,Failed Delivery
1328,Living Room,Table,Mid Range,True,Digital Wallet,770.89,125.45,170.39,5,4.2,Prepaid,Failed Delivery
1623,Office,Work,Premium,False,Bank Transfer,794.4,73.85,0.0,1,3.1,Prepaid,Failed Delivery
1936,Living Room,Seating,Affordable,True,Digital Wallet,2109.3,73.85,102.9,3,3.1,Prepaid,On Going
324,Outdoor,Seating,Other,True,Digital Wallet,523.34,81.21,225.5,5,4.3,Prepaid,Delivered
1085,Living Room,Table,Affordable,False,Digital Wallet,2160.27,113.14,0.0,2,4.9,Prepaid,Delivered
137,Living Room,Seating,Premium,True,Card,748.41,112.28,45.92,8,1.1,Prepaid,Failed Delivery
234,Dining Room,Seating,Affordable,False,Digital Wallet,969.35,0.0,0.0,9,2.3,Prepaid,Failed Delivery
728,Office,Work,Mid Range,False,Card,536.99,119.45,0.0,8,2.6,Prepaid,Failed Delivery
1355,Living Room,Seating,Mid Range,False,Cash,2212.83,73.85,0.0,3,3.1,Postpaid,Delivered
1758,Dining Room,Storage,Affordable,True,Digital Wallet,1397.92,118.44,118.95,11,2.0,Prepaid,On Going
1371,Kitchen,Storage,Premium,True,Bank Transfer,1423.72,111.44,178.9,6,4.2,Prepaid,Delivered
1032,Living Room,Seating,Affordable,True,Card,1808.29,125.69,29.15,8,1.5,Prepaid,Failed Delivery
1762,Bedroom,Storage,Affordable,False,Bank Transfer,1055.58,73.85,0.0,4,2.9,Prepaid,On Going
465,Kitchen,Table,Mid Range,False,Card,1218.13,92.65,0.0,10,3.2,Prepaid,Failed Delivery
1226,Outdoor,Seating,Affordable,False,Digital Wallet,1305.85,0.0,0.0,6,3.1,Prepaid,Failed Delivery
640,Dining Room,Storage,Premium,True,Digital Wallet,1021.88,134.58,33.74,4,1.7,Prepaid,Failed Delivery
528,Living Room,Seating,Affordable,True,Card,227.51,32.33,202.73,12,1.8,Prepaid,Failed Delivery
967,Dining Room,Storage,Mid Range,False,Card,1809.54,130.16,0.0,7,4.5,Prepaid,On Going
66,Office,Work,Mid Range,False,Digital Wallet,926.5,127.57,0.0,8,2.2,Prepaid,Failed Delivery
1898,Dining Room,Table,Premium,False,Digital Wallet,1556.19,0.0,0.0,13,3.2,Prepaid,On Going
1578,Dining Room,Seating,Mid Range,False,Bank Transfer,807.54,0.0,0.0,1,3.1,Prepaid,Failed Delivery
1260,Living Room,Storage,Mid Range,True,Card,723.01,0.0,41.07,12,1.2,Prepaid,On Going
1345,Bedroom,Sleeping,Mid Range,False,Digital Wallet,2137.54,91.26,0.0,7,2.2,Prepaid,On Going
1498,Dining Room,Storage,Affordable,False,Card,409.3,35.26,0.0,9,4.2,Prepaid,Failed Delivery
897,Living Room,Seating,Mid Range,False,Digital Wallet,275.15,26.97,0.0,14,4.3,Prepaid,Delivered
1495,Office,Work,Mid Range,False,Digital Wallet,1289.21,0.0,0.0,14,3.1,Prepaid,On Going
709,Living Room,Seating,Affordable,False,Card,2057.65,72.56,0.0,2,1.8,Prepaid,Delivered
538,Living Room,Table,Premium,True,Digital Wallet,1207.36,0.0,51.27,10,2.6,Prepaid,Failed Delivery
1352,Kitchen,Table,Premium,True,Digital Wallet,2129.96,0.0,240.93,5,4.1,Prepaid,On Going
1159,Outdoor,Table,Premium,False,Bank Transfer,1594.14,54.1,0.0,2,2.7,Prepaid,Failed Delivery
560,Kitchen,Table,Mid Range,False,Card,2032.92,0.0,0.0,12,3.1,Prepaid,Delivered
855,Office,Work,Other,True,Card,289.27,74.15,253.01,12,1.4,Prepaid,On Going
1520,Kitchen,Storage,Mid Range,False,Digital Wallet,1068.49,0.0,0.0,11,1.7,Prepaid,Failed Delivery
1814,Bedroom,Sleeping,Mid Range,False,Digital Wallet,1698.42,0.0,0.0,14,1.7,Prepaid,On Going
912,Outdoor,Patio furniture,Mid Range,True,Digital Wallet,731.22,0.0,142.94,3,1.3,Prepaid,Delivered
1711,Office,Storage,Premium,True,Cash,104.01,95.0,238.86,4,2.8,Postpaid,Delivered
105,Office,Work,Affordable,True,Bank Transfer,939.71,0.0,71.5,4,4.3,Prepaid,Failed Delivery
405,Office,Work,Mid Range,True,Digital Wallet,89.41,89.28,205.68,6,4.9,Prepaid,Delivered
1410,Office,Work,Affordable,True,Digital Wallet,1256.86,73.85,213.73,10,2.8,Prepaid,Delivered
695,Office,Work,Premium,True,Cash,658.64,0.0,155.41,10,2.0,Postpaid,Failed Delivery
837,Dining Room,Seating,Affordable,False,Card,1335.47,0.0,0.0,2,1.5,Prepaid,Failed Delivery
194,Living Room,Table,Mid Range,True,Digital Wallet,1903.24,73.43,28.5,5,4.7,Prepaid,Delivered
893,Dining Room,Storage,Premium,True,Cash,1882.01,73.85,27.24,1,2.6,Postpaid,Failed Delivery
118,Outdoor,Patio furniture,Premium,False,Card,1025.5,0.0,0.0,6,4.3,Prepaid,On Going
77,Outdoor,Seating,Mid Range,False,Digital Wallet,972.32,100.89,0.0,7,4.9,Prepaid,Failed Delivery
1812,Dining Room,Seating,Mid Range,True,Digital Wallet,1027.83,72.22,71.06,14,3.8,Prepaid,Failed Delivery
950,Office,Work,Mid Range,True,Cash,737.19,101.8,26.37,14,1.4,Postpaid,On Going
75,Office,Work,Affordable,False,Card,346.37,52.13,0.0,11,1.2,Prepaid,Failed Delivery
446,Outdoor,Seating,Premium,True,Card,1513.16,74.07,264.86,12,4.8,Prepaid,Failed Delivery
298,Bedroom,Storage,Other,True,Digital Wallet,1758.1,0.0,41.7,13,4.9,Prepaid,On Going
766,Bedroom,Sleeping,Affordable,True,Digital Wallet,1407.92,123.49,152.97,7,1.3,Prepaid,Failed Delivery
878,Living Room,Seating,Premium,False,Digital Wallet,1323.0,78.66,0.0,14,3.7,Prepaid,Delivered
657,Office,Work,Affordable,True,Card,1002.63,112.61,32.52,8,3.1,Prepaid,On Going
628,Outdoor,Patio furniture,Mid Range,False,Card,1514.17,69.87,0.0,6,4.5,Prepaid,On Going
632,Dining Room,Seating,Mid Range,False,Digital Wallet,894.83,64.59,0.0,5,2.8,Prepaid,Delivered
1826,Kitchen,Storage,Other,False,Cash,2135.44,0.0,0.0,10,3.1,Postpaid,Failed Delivery
822,Office,Storage,Mid Range,False,Cash,455.95,25.17,0.0,4,4.7,Postpaid,Failed Delivery
1224,Outdoor,Table,Mid Range,False,Digital Wallet,632.38,128.66,0.0,10,3.0,Prepaid,Failed Delivery
300,Outdoor,Patio furniture,Mid Range,True,Card,978.47,130.05,48.73,8,4.9,Prepaid,On Going
597,Office,Work,Affordable,False,Card,822.18,61.92,0.0,7,4.9,Prepaid,On Going
34,Bedroom,Sleeping,Affordable,False,Bank Transfer,217.44,39.48,0.0,5,4.9,Prepaid,Delivered
1585,Office,Storage,Premium,False,Bank Transfer,649.76,111.33,0.0,1,3.1,Prepaid,Delivered
712,Dining Room,Table,Mid Range,False,Bank Transfer,1587.03,0.0,0.0,1,3.5,Prepaid,On Going
1168,Kitchen,Storage,Mid Range,True,Cash,1929.55,128.1,278.5,6,3.2,Postpaid,Delivered
249,Living Room,Table,Mid Range,False,Card,1214.96,0.0,0.0,4,4.6,Prepaid,Delivered
1050,Outdoor,Table,Mid Range,True,Digital Wallet,1001.96,90.32,29.82,13,3.9,Prepaid,On Going
1296,Outdoor,Seating,Premium,True,Card,168.47,29.5,38.11,5,1.0,Prepaid,Delivered
488,Living Room,Table,Mid Range,True,Digital Wallet,662.73,0.0,130.03,9,1.0,Prepaid,Delivered
1058,Living Room,Seating,Other,False,Card,1389.17,97.52,0.0,10,3.3,Prepaid,Failed Delivery
1699,Bedroom,Sleeping,Mid Range,True,Card,1973.82,94.27,50.07,6,3.8,Prepaid,Delivered
12,Bedroom,Storage,Affordable,False,Card,2867.47,141.85,0.0,8,3.1,Prepaid,Delivered
1591,Dining Room,Seating,Affordable,True,Card,334.47,66.81,187.86,6,4.9,Prepaid,On Going
1367,Outdoor,Patio furniture,Affordable,True,Digital Wallet,624.47,0.0,234.11,6,3.6,Prepaid,Failed Delivery
583,Dining Room,Seating,Mid Range,False,Card,200.49,52.09,0.0,1,3.1,Prepaid,Failed Delivery
1361,Kitchen,Storage,Premium,True,Digital Wallet,1041.8,0.0,57.39,11,3.9,Prepaid,Delivered
1213,Outdoor,Seating,Mid Range,False,Card,882.42,86.36,0.0,11,3.9,Prepaid,On Going
323,Living Room,Seating,Mid Range,False,Bank Transfer,658.65,51.41,0.0,13,1.8,Prepaid,On Going
1094,Outdoor,Patio furniture,Premium,True,Digital Wallet,882.03,0.0,225.03,2,4.4,Prepaid,On Going
1856,Office,Work,Premium,False,Digital Wallet,179.51,52.03,0.0,9,1.0,Prepaid,Failed Delivery
41,Bedroom,Sleeping,Affordable,False,Digital Wallet,219.61,43.36,0.0,10,1.3,Prepaid,Failed Delivery
1160,Office,Storage,Affordable,False,Digital Wallet,398.98,32.73,0.0,4,3.7,Prepaid,Failed Delivery
794,Outdoor,Seating,Premium,False,Digital Wallet,1785.25,83.74,0.0,6,2.6,Prepaid,Failed Delivery
1651,Bedroom,Sleeping,Affordable,False,Digital Wallet,1042.35,0.0,0.0,3,2.8,Prepaid,On Going
245,Outdoor,Table,Affordable,False,Digital Wallet,1516.99,117.62,0.0,3,2.1,Prepaid,Failed Delivery
327,Kitchen,Table,Premium,True,Digital Wallet,1606.63,0.0,26.21,2,2.5,Prepaid,Delivered
579,Bedroom,Sleeping,Affordable,False,Card,974.97,73.85,0.0,14,3.0,Prepaid,Failed Delivery
1005,Kitchen,Storage,Affordable,True,Digital Wallet,927.57,125.73,45.35,12,3.9,Prepaid,Failed Delivery
226,Kitchen,Storage,Affordable,False,Cash,1580.94,142.35,0.0,9,3.1,Postpaid,Failed Delivery
1464,Outdoor,Patio furniture,Other,True,Card,260.21,83.33,290.49,11,1.3,Prepaid,On Going
727,Bedroom,Storage,Affordable,True,Digital Wallet,382.01,60.3,75.43,13,4.0,Prepaid,Failed Delivery
1398,Dining Room,Table,Mid Range,False,Digital Wallet,821.85,139.03,0.0,1,2.4,Prepaid,Failed Delivery
391,Living Room,Table,Mid Range,False,Cash,1179.96,76.13,0.0,10,2.1,Postpaid,Failed Delivery
237,Outdoor,Patio furniture,Affordable,True,Card,1294.16,149.99,193.33,3,2.8,Prepaid,Delivered
595,Kitchen,Table,Mid Range,False,Card,480.95,62.03,0.0,5,3.9,Prepaid,Failed Delivery
963,Living Room,Seating,Premium,False,Card,2147.64,0.0,0.0,10,1.1,Prepaid,Delivered
216,Bedroom,Storage,Affordable,False,Digital Wallet,359.49,45.1,0.0,12,1.6,Prepaid,Delivered
958,Office,Storage,Mid Range,True,Digital Wallet,92.95,36.87,190.26,9,1.3,Prepaid,On Going
1541,Outdoor,Patio furniture,Mid Range,True,Card,1757.43,96.35,35.21,2,2.8,Prepaid,Delivered
311,Bedroom,Storage,Mid Range,True,Digital Wallet,739.18,101.33,286.73,11,4.2,Prepaid,Delivered
932,Bedroom,Sleeping,Premium,False,Bank Transfer,2389.32,78.8,0.0,12,3.1,Prepaid,Failed Delivery
601,Office,Work,Mid Range,True,Bank Transfer,1044.47,0.0,41.53,9,4.2,Prepaid,Delivered
1538,Bedroom,Sleeping,Premium,False,Cash,866.15,63.69,0.0,8,1.4,Postpaid,On Going
976,Living Room,Seating,Premium,True,Card,223.11,55.98,46.83,4,1.3,Prepaid,Failed Delivery
739,Office,Work,Premium,False,Digital Wallet,369.97,54.3,0.0,4,2.3,Prepaid,Failed Delivery
880,Bedroom,Storage,Affordable,True,Bank Transfer,2490.52,0.0,137.58,10,1.3,Prepaid,Failed Delivery
1712,Bedroom,Sleeping,Mid Range,True,Cash,1509.91,0.0,31.34,7,3.7,Postpaid,Failed Delivery
1182,Dining Room,Storage,Premium,True,Card,327.4,98.3,259.56,12,4.9,Prepaid,On Going
1522,Living Room,Seating,Affordable,True,Bank Transfer,352.74,87.64,93.6,10,4.5,Prepaid,On Going
80,Dining Room,Storage,Affordable,True,Digital Wallet,1549.46,143.29,78.59,4,2.6,Prepaid,Failed Delivery
603,Living Room,Seating,Mid Range,True,Bank Transfer,606.8,127.94,214.6,5,2.9,Prepaid,Failed Delivery
1672,Dining Room,Storage,Premium,True,Digital Wallet,1698.73,96.05,185.08,7,1.3,Prepaid,Failed Delivery
402,Bedroom,Storage,Affordable,False,Card,1325.41,103.57,0.0,4,2.6,Prepaid,Delivered
532,Office,Work,Affordable,False,Digital Wallet,946.63,0.0,0.0,2,3.1,Prepaid,On Going
162,Outdoor,Table,Mid Range,False,Digital Wallet,463.23,36.95,0.0,8,3.0,Prepaid,Failed Delivery
968,Kitchen,Storage,Affordable,False,Bank Transfer,522.01,55.15,0.0,1,4.8,Prepaid,Failed Delivery
270,Bedroom,Storage,Other,True,Digital Wallet,1327.21,95.85,37.64,11,1.3,Prepaid,On Going
403,Kitchen,Table,Mid Range,False,Bank Transfer,1348.42,139.43,0.0,3,3.7,Prepaid,Failed Delivery
1722,Dining Room,Storage,Mid Range,False,Bank Transfer,910.59,0.0,0.0,8,3.1,Prepaid,Failed Delivery
1141,Living Room,Table,Premium,False,Card,2205.66,54.65,0.0,13,3.1,Prepaid,On Going
1714,Office,Work,Affordable,False,Digital Wallet,884.47,53.63,0.0,4,3.1,Prepaid,Failed Delivery
470,Bedroom,Sleeping,Affordable,True,Bank Transfer,1550.62,0.0,51.61,13,4.7,Prepaid,On Going
1348,Kitchen,Table,Affordable,True,Card,1039.44,109.34,27.05,13,1.6,Prepaid,Failed Delivery
598,Dining Room,Seating,Mid Range,True,Digital Wallet,743.4,149.07,91.91,12,4.1,Prepaid,Failed Delivery
1126,Office,Work,Affordable,True,Digital Wallet,642.76,73.85,101.62,7,4.8,Prepaid,Failed Delivery
1725,Kitchen,Storage,Affordable,False,Bank Transfer,1645.79,78.17,0.0,4,2.3,Prepaid,Delivered
229,Bedroom,Sleeping,Affordable,True,Card,1216.24,117.96,199.77,8,3.1,Prepaid,On Going
1884,Bedroom,Sleeping,Mid Range,False,Digital Wallet,1037.98,72.23,0.0,1,3.1,Prepaid,On Going
1004,Office,Work,Premium,True,Digital Wallet,802.31,144.48,64.87,6,3.1,Prepaid,Failed Delivery
1375,Dining Room,Seating,Mid Range,True,Digital Wallet,1809.94,0.0,39.27,1,4.7,Prepaid,Delivered
1798,Office,Work,Premium,False,Card,1024.25,79.42,0.0,10,3.1,Prepaid,Failed Delivery
1056,Outdoor,Seating,Affordable,False,Digital Wallet,210.61,87.6,0.0,3,1.8,Prepaid,Failed Delivery
78,Bedroom,Sleeping,Premium,True,Cash,693.24,124.63,31.91,13,2.4,Postpaid,Delivered
1837,Kitchen,Table,Affordable,True,Digital Wallet,1337.38,0.0,77.24,7,3.6,Prepaid,On Going
845,Bedroom,Storage,Other,False,Digital Wallet,481.13,73.65,0.0,6,3.1,Prepaid,Failed Delivery
371,Kitchen,Storage,Mid Range,False,Digital Wallet,2076.94,66.86,0.0,4,3.8,Prepaid,Failed Delivery
1519,Outdoor,Patio furniture,Premium,True,Digital Wallet,1054.17,0.0,176.1,8,4.8,Prepaid,Failed Delivery
212,Outdoor,Patio furniture,Other,True,Card,445.93,88.78,79.35,13,4.3,Prepaid,Delivered
630,Office,Work,Affordable,False,Digital Wallet,449.42,31.68,0.0,3,1.5,Prepaid,Failed Delivery
265,Office,Storage,Affordable,True,Digital Wallet,623.83,0.0,183.68,4,3.9,Prepaid,On Going
774,Outdoor,Seating,Affordable,True,Digital Wallet,1391.56,136.94,181.42,5,4.7,Prepaid,Failed Delivery
1866,Living Room,Storage,Other,True,Bank Transfer,2396.69,142.22,90.27,9,5.0,Prepaid,Delivered
63,Living Room,Table,Premium,True,Cash,881.37,80.23,104.55,1,3.8,Postpaid,Failed Delivery
714,Living Room,Seating,Affordable,True,Card,1083.02,137.99,165.09,11,2.8,Prepaid,Failed Delivery
310,Dining Room,Seating,Mid Range,True,Bank Transfer,410.68,92.09,102.75,1,3.3,Prepaid,On Going
1917,Living Room,Seating,Affordable,True,Card,1437.85,0.0,154.18,5,1.9,Prepaid,Delivered
1068,Living Room,Seating,Affordable,True,Bank Transfer,1578.09,57.73,75.0,1,2.7,Prepaid,Failed Delivery
171,Outdoor,Seating,Mid Range,True,Digital Wallet,202.09,96.12,50.95,6,2.7,Prepaid,Failed Delivery
767,Bedroom,Storage,Mid Range,False,Card,2220.95,0.0,0.0,5,2.5,Prepaid,Failed Delivery
1234,Outdoor,Seating,Mid Range,True,Card,924.2,109.18,177.74,1,3.1,Prepaid,Delivered
363,Dining Room,Storage,Affordable,False,Card,233.84,86.62,0.0,7,3.5,Prepaid,Delivered
933,Kitchen,Storage,Premium,True,Bank Transfer,1926.0,118.79,168.14,3,4.6,Prepaid,On Going
1806,Living Room,Table,Premium,True,Card,1992.01,0.0,224.2,7,3.1,Prepaid,Failed Delivery
1923,Outdoor,Patio furniture,Affordable,True,Cash,1408.0,96.19,152.83,5,2.7,Postpaid,Delivered
1820,Kitchen,Storage,Affordable,False,Cash,1759.86,0.0,0.0,3,2.6,Postpaid,Failed Delivery
1016,Bedroom,Sleeping,Premium,False,Digital Wallet,2875.5,84.76,0.0,12,3.1,Prepaid,Failed Delivery
1628,Office,Storage,Mid Range,False,Card,1366.59,115.36,0.0,9,3.8,Prepaid,Failed Delivery
1039,Bedroom,Sleeping,Premium,False,Bank Transfer,2232.38,0.0,0.0,10,3.1,Prepaid,Failed Delivery
1598,Office,Storage,Affordable,False,Cash,1484.24,0.0,0.0,11,2.0,Postpaid,On Going
256,Outdoor,Patio furniture,Mid Range,True,Digital Wallet,1549.02,80.16,194.33,1,4.2,Prepaid,Failed Delivery
